question,cypher,data_source,instance_id,database_reference_alias
List the top 3 filings with the highest amount.,"MATCH (f:Filing) RETURN f.sar_id, f.amount ORDER BY f.amount DESC LIMIT 3",neo4jLabs_synthetic_gpt4o,instance_id_41051,neo4jlabs_demo_db_fincen
"List the first 3 videos that share the same genre as the movie ""Toy Story"".","MATCH (m:Movie {title: ""Toy Story""})-[:IN_GENRE]->(g:Genre) WITH g MATCH (g)<-[:IN_GENRE]-(v:Video) WITH v.title AS videoTitle LIMIT 3 RETURN collect(videoTitle) AS videoTitles",neo4jLabs_synthetic_gemini,instance_id_34609,neo4jlabs_demo_db_eoflix
Who are the top 5 persons with the most reviews written?,"MATCH (p:Person)-[r:REVIEWED]->() RETURN p.name AS name, count(r) AS num_reviews ORDER BY num_reviews DESC LIMIT 5",neo4jLabs_synthetic_claudeopus,instance_id_34971,neo4jlabs_demo_db_movies
List all movies that have an IMDb rating and were released in the year 2000.,"MATCH (m:Movie) WHERE m.imdbRating IS NOT NULL AND m.year = 2000 RETURN m.title, m.imdbRating, m.year",neo4jLabs_synthetic_claudeopus,instance_id_35574,neo4jlabs_demo_db_recommendations
What are the highest-rated reviews and which movies do they belong to?,"MATCH (p:Person)-[r:REVIEWED]->(m:Movie) WHERE r.rating IS NOT NULL WITH m, r ORDER BY r.rating DESC RETURN m.title AS movie, r.summary AS review, r.rating AS rating LIMIT 5",neo4jLabs_synthetic_claudeopus,instance_id_37509,neo4jlabs_demo_db_movies
List the 5 oldest actors based on the 'born' property.,"MATCH (a:Actor) WHERE a.born IS NOT NULL RETURN a.name, a.born ORDER BY a.born LIMIT 5",neo4jLabs_synthetic_claudeopus,instance_id_36152,neo4jlabs_demo_db_recommendations
What is the average rating of movies directed by the person born in 1965?,MATCH (p:Person {born: 1965})-[:DIRECTED]->(m:Movie)<-[r:REVIEWED]-() WITH avg(r.rating) AS average_rating RETURN average_rating,neo4jLabs_synthetic_gemini,instance_id_32913,neo4jlabs_demo_db_movies
Retrieve the first 3 filings with a beneficiary bank country of 'United Kingdom' and an amount less than 500000.,MATCH (f:Filing) WHERE f.beneficiary_bank_country = 'United Kingdom' AND f.amount < 500000 RETURN f ORDER BY f.begin LIMIT 3,neo4jLabs_synthetic_gpt4o,instance_id_41149,neo4jlabs_demo_db_fincen
List the top 5 teams by the number of streams they have.,"MATCH (t:Team)<-[:HAS_TEAM]-(s:Stream) RETURN t.name AS team, count(s) AS num_streams ORDER BY num_streams DESC LIMIT 5",neo4jLabs_synthetic_claudeopus,instance_id_37326,neo4jlabs_demo_db_twitch
"What are the country codes of the entity with the name 'TIANSHENG INDUSTRY AND TRADING CO., LTD.'?","MATCH (e:Entity {name: 'TIANSHENG INDUSTRY AND TRADING CO., LTD.'}) RETURN e.country_codes",neo4jLabs_synthetic_gemini,instance_id_30902,neo4jlabs_demo_db_offshoreleaks
Which Process instances are linked to Version '7.1'?,"MATCH (v:Version {name: '7.1'})<-[:INSTANCE]-(p:Process) RETURN p.name AS processName, p.startTime AS startTime, p.pid AS pid",neo4jLabs_synthetic_gpt4o,instance_id_44128,neo4jlabs_demo_db_network
Display the country codes for the top 3 countries where the originator entities of filings are located.,"MATCH (e:Entity)-[:ORIGINATOR]->(f:Filing) MATCH (e)-[:COUNTRY]->(c:Country) RETURN c.code AS CountryCode, count(e) AS OriginatorCount ORDER BY OriginatorCount DESC LIMIT 3",neo4jLabs_synthetic_gpt4turbo,instance_id_21539,neo4jlabs_demo_db_fincen
What are the first 3 filings where the originator bank's country is 'Angola'?,MATCH (f:Filing)-[:ORIGINATOR]->(e:Entity)-[:COUNTRY]->(c:Country {name: 'Angola'}) RETURN f ORDER BY f.begin LIMIT 3,neo4jLabs_synthetic_gpt4o,instance_id_41801,neo4jlabs_demo_db_fincen
How many countries are represented by the beneficiary banks in the filings?,MATCH (f:Filing)-[:BENEFITS]->(e:Entity)-[:COUNTRY]->(c:Country) RETURN count(DISTINCT c.code) AS numberOfCountries,neo4jLabs_synthetic_gpt4o,instance_id_41058,neo4jlabs_demo_db_fincen
How many movies have been released in each year from 2010 to 2020?,"MATCH (m:Movie) WHERE m.year >= 2010 AND m.year <= 2020 RETURN m.year AS year, count(m) AS numMovies ORDER BY year",neo4jLabs_synthetic_claudeopus,instance_id_35984,neo4jlabs_demo_db_recommendations
List the first 3 movies with a budget over 50 million.,"MATCH (m:Movie) WHERE m.budget > 50000000 RETURN m.title, m.budget ORDER BY m.budget DESC LIMIT 3",neo4jLabs_synthetic_claudeopus,instance_id_35167,neo4jlabs_demo_db_eoflix
List the names of all applications that have a dependency on the process with pid 2586.,MATCH (p:Process {pid: 2586})<-[:DEPENDS_ON]-(a:Application) RETURN a.name,neo4jLabs_synthetic_gemini,instance_id_32387,neo4jlabs_demo_db_network
What are the top 5 filings with the most entities involved as originators?,"MATCH (f:Filing)-[:ORIGINATOR]->(e:Entity) WITH f, count(e) AS numEntities ORDER BY numEntities DESC LIMIT 5 RETURN f, numEntities",neo4jLabs_synthetic_gpt4turbo,instance_id_22799,neo4jlabs_demo_db_fincen
What are the first 3 collections that include videos?,MATCH (v:Video)-[:IN_COLLECTION]->(c:Collection) RETURN DISTINCT c.name LIMIT 3,neo4jLabs_synthetic_gpt4o,instance_id_39397,neo4jlabs_demo_db_eoflix
"Find all games played by streams that have at least one VIP who is also a chatter in a stream that belongs to a team created before 2018 and has ""Gaming"" in its name.",MATCH (s1:Stream)-[:VIP]->(u1:User)-[:CHATTER]->(s2:Stream) WHERE EXISTS {   MATCH (s2)-[:HAS_TEAM]->(t:Team)   WHERE t.createdAt < datetime('2018-01-01') AND toLower(t.name) CONTAINS 'gaming' } MATCH (s1)-[:PLAYS]->(g:Game) RETURN DISTINCT g.name,neo4jLabs_synthetic_gemini,instance_id_33827,neo4jlabs_demo_db_twitch
Show the top 5 movies with the shortest runtime.,MATCH (m:Movie) WHERE m.runtime IS NOT NULL RETURN m ORDER BY m.runtime ASC LIMIT 5,neo4jLabs_synthetic_gpt4turbo,instance_id_24671,neo4jlabs_demo_db_recommendations
Find the top 5 tweets mentioning 'neo4j' with the most favorites.,"MATCH (t:Tweet)-[:MENTIONS]->(u:User {screen_name: 'neo4j'}) RETURN t.text AS tweet_text, t.favorites AS favorites ORDER BY t.favorites DESC LIMIT 5",neo4jLabs_synthetic_gpt4o,instance_id_43058,neo4jlabs_demo_db_twitter
"Which movies have a review summary containing both ""Jerry"" and ""You had me at""?",MATCH (m:Movie)<-[r:REVIEWED]-() WHERE r.summary CONTAINS 'Jerry' AND r.summary CONTAINS 'You had me at' RETURN m.title,neo4jLabs_synthetic_gemini,instance_id_33008,neo4jlabs_demo_db_movies
Which movies have been directed by someone who has also acted in them?,MATCH (p:Person)-[:DIRECTED]->(m:Movie) WHERE exists {     (p)-[:ACTED_IN]->(m) } RETURN m.title AS MovieTitle,neo4jLabs_synthetic_gpt4turbo,instance_id_24019,neo4jlabs_demo_db_movies
What is the average number of filings per country?,"MATCH (f:Filing) WITH f.originator_iso AS countryCode, count(*) AS filingCount WITH avg(filingCount) AS averageFilingsPerCountry RETURN averageFilingsPerCountry",neo4jLabs_synthetic_gemini,instance_id_28246,neo4jlabs_demo_db_fincen
Which 3 entities have been filed against the most in terms of number of filings?,"MATCH (e:Entity)<-[:CONCERNS]-(f:Filing) WITH e, COUNT(f) AS num_filings ORDER BY num_filings DESC LIMIT 3 RETURN e.name AS entity_name, num_filings",neo4jLabs_synthetic_gpt4o,instance_id_41235,neo4jlabs_demo_db_fincen
Display streams that have a language set to 'en' and were created before 2012.,MATCH (s:Stream)-[:HAS_LANGUAGE]->(l:Language) WHERE l.name = 'en' AND s.createdAt < datetime('2012-01-01T00:00:00Z') RETURN s,neo4jLabs_synthetic_gpt4o,instance_id_43656,neo4jlabs_demo_db_twitch
What are the top 3 genres associated with videos that have a runtime over 100 minutes?,"MATCH (v:Video)-[:IN_GENRE]->(g:Genre) WHERE v.runtime > 100 RETURN g, count(v) AS videoCount ORDER BY videoCount DESC LIMIT 3",neo4jLabs_synthetic_gpt4turbo,instance_id_23382,neo4jlabs_demo_db_eoflix
Which tweets by 'neo4j' have been retweeted and also contain a link?,"MATCH (u:User {screen_name: 'neo4j'})-[:POSTS]->(t:Tweet)-[:CONTAINS]->(l:Link) MATCH (rt:Tweet)-[:RETWEETS]->(t) RETURN t.id_str AS tweet_id, t.text AS tweet_text, l.url AS link_url",neo4jLabs_synthetic_gpt4o,instance_id_43197,neo4jlabs_demo_db_twitter
What are the names of the intermediaries that have a 'similar' relationship with other intermediaries and have a 'status' of 'ACTIVE'?,MATCH (i:Intermediary)-[:similar]->(i2:Intermediary) WHERE i.status = 'ACTIVE' RETURN DISTINCT i.name,neo4jLabs_synthetic_gemini,instance_id_30529,neo4jlabs_demo_db_offshoreleaks
Which 5 products have the most suppliers?,"MATCH (p:Product)<-[:SUPPLIES]-(s:Supplier) WITH p, count(s) AS supplierCount ORDER BY supplierCount DESC LIMIT 5 RETURN p.productName, supplierCount",neo4jLabs_synthetic_gpt4turbo,instance_id_21914,neo4jlabs_demo_db_northwind
Which users have a betweenness higher than 300000000?,"MATCH (u:User) WHERE u.betweenness > 300000000 RETURN u.screen_name, u.betweenness",neo4jLabs_synthetic_gpt4o,instance_id_43188,neo4jlabs_demo_db_twitter
How many streams have played the game 'Rust'?,MATCH (s:Stream)-[:PLAYS]->(g:Game {name: 'Rust'}) RETURN count(s) AS num_streams_playing_rust,neo4jLabs_synthetic_claudeopus,instance_id_36937,neo4jlabs_demo_db_twitch
Which 5 filings have the earliest begin dates?,MATCH (f:Filing) RETURN f ORDER BY f.begin ASC LIMIT 5,neo4jLabs_synthetic_gpt4o,instance_id_41130,neo4jlabs_demo_db_fincen
List the suppliers who are based in non-UK European countries.,"MATCH (s:Supplier) WHERE s.country <> ""UK"" AND s.country IN [""Germany"", ""France"", ""Italy"", ""Spain"", ""Netherlands"", ""Belgium"", ""Sweden"", ""Norway"", ""Denmark"", ""Finland"", ""Poland"", ""Ireland"", ""Czech Republic"", ""Greece"", ""Portugal"", ""Hungary"", ""Austria"", ""Switzerland"", ""Bulgaria"", ""Slovakia"", ""Belarus"", ""Romania"", ""Croatia"", ""Lithuania"", ""Latvia"", ""Estonia"", ""Slovenia"", ""Luxembourg"", ""Malta"", ""Cyprus""] RETURN s",neo4jLabs_synthetic_gpt4turbo,instance_id_22021,neo4jlabs_demo_db_northwind
What are the names of entities that are registered in Samoa and have been struck off after 2010?,MATCH (e:Entity) WHERE e.jurisdiction_description = 'Samoa' AND e.struck_off_date >= '01-JAN-2011' RETURN e.name,neo4jLabs_synthetic_gpt4turbo,instance_id_21281,neo4jlabs_demo_db_offshoreleaks
Who are the top 3 youngest directors in the graph?,"MATCH (p:Person)-[:DIRECTED]->(m:Movie) RETURN p.name AS director, p.born AS birthYear ORDER BY birthYear DESC LIMIT 3",neo4jLabs_synthetic_gpt4o,instance_id_39406,neo4jlabs_demo_db_movies
List the first 5 streams that have been VIP in more than one stream.,"MATCH (s:Stream)-[:VIP]->(:Stream) WITH s, count(s) AS vip_count WHERE vip_count > 1 RETURN s.name AS stream_name, s.url AS stream_url ORDER BY vip_count DESC LIMIT 5",neo4jLabs_synthetic_claudeopus,instance_id_36993,neo4jlabs_demo_db_twitch
"""which actor has acted in the most movies?""","MATCH (p:Person)-[:ACTED_IN]->(m:Movie) RETURN p.name, COUNT(m) AS movies_count ORDER BY movies_count DESC LIMIT 1",neo4j_crowdsourced,instance_id_27747,neo4jlabs_demo_db_movies
What are the top 3 originator banks in filings from the United Kingdom?,"MATCH (f:Filing)-[:ORIGINATOR]->(e:Entity) WHERE f.originator_bank_country = ""United Kingdom"" RETURN e.name AS OriginatorBank, count(f) AS NumberOfFilings ORDER BY NumberOfFilings DESC LIMIT 3",neo4jLabs_synthetic_gpt4turbo,instance_id_21503,neo4jlabs_demo_db_fincen
What are the 3 most popular movies that have been released since 2015?,"MATCH (m:Movie) WHERE m.release_date >= date('2015-01-01') AND m.popularity IS NOT NULL RETURN m.title, m.popularity ORDER BY m.popularity DESC LIMIT 3",neo4jLabs_synthetic_claudeopus,instance_id_38314,neo4jlabs_demo_db_eoflix
What are the top 5 movies with the most actors involved and their release years?,"MATCH (m:Movie)<-[:ACTED_IN]-(p:Person) WITH m, count(p) AS actorCount ORDER BY actorCount DESC LIMIT 5 RETURN m.title AS movieTitle, m.released AS releaseYear, actorCount",neo4jLabs_synthetic_gpt4o,instance_id_39968,neo4jlabs_demo_db_movies
"What is the name of the movie with the highest revenue in the ""Adventure"" genre?",MATCH (g:Genre {name: 'Adventure'})<-[:IN_GENRE]-(m:Movie) WITH m ORDER BY m.revenue DESC LIMIT 1 RETURN m.title,neo4jLabs_synthetic_gemini,instance_id_29834,neo4jlabs_demo_db_recommendations
List the top 3 actors who have the highest average IMDb rating across their movies.,"MATCH (a:Actor)-[:ACTED_IN]->(m:Movie) WHERE m.imdbRating IS NOT NULL WITH a, avg(m.imdbRating) AS avgRating RETURN a.name AS actor, avgRating ORDER BY avgRating DESC LIMIT 3",neo4jLabs_synthetic_claudeopus,instance_id_35637,neo4jlabs_demo_db_recommendations
Who are the first 3 actors by number of roles in adult films?,"MATCH (p:Person)-[r:CAST_FOR]->(a:Adult) WITH p, count(r) AS roles ORDER BY roles DESC LIMIT 3 RETURN p.name, roles",neo4jLabs_synthetic_gpt4turbo,instance_id_21046,neo4jlabs_demo_db_eoflix
What are the first 3 movies with a poster URL from tmdb?,MATCH (m:Movie) WHERE m.poster IS NOT NULL RETURN m ORDER BY m.tmdbId LIMIT 3,neo4jLabs_synthetic_gpt4turbo,instance_id_25045,neo4jlabs_demo_db_recommendations
Which 3 movies have the highest revenue and were released in the 'United States of America'?,"MATCH (m:Movie)-[:PRODUCED_IN_COUNTRY]->(:Country {name: 'United States of America'}) RETURN m.title, m.revenue ORDER BY m.revenue DESC LIMIT 3",neo4jLabs_synthetic_claudeopus,instance_id_38316,neo4jlabs_demo_db_eoflix
How many routers are there in DataCenter DC1?,MATCH (dc:DataCenter {name: 'DC1'})-[:CONTAINS]->(r:Router) RETURN count(r) AS numberOfRouters,neo4jLabs_synthetic_gpt4o,instance_id_43718,neo4jlabs_demo_db_network
What are the top 5 most popular genres in adult films?,"MATCH (a:Adult)-[:IN_GENRE]->(g:Genre) RETURN g.name AS genre, COUNT(a) AS popularity ORDER BY popularity DESC LIMIT 5",neo4jLabs_synthetic_gpt4o,instance_id_44234,neo4jlabs_demo_db_eoflix
Which streams have more than 5000000 followers?,"MATCH (s:Stream) WHERE s.followers > 5000000 RETURN s.name AS stream_name, s.followers AS follower_count",neo4jLabs_synthetic_gpt4o,instance_id_43553,neo4jlabs_demo_db_twitch
Who are the first 3 directors with movies that have a runtime of over 180 minutes?,MATCH (p:Person)-[:CREW_FOR {job: 'Director'}]->(m:Movie) WHERE m.runtime > 180 RETURN p.name AS director ORDER BY director LIMIT 3,neo4jLabs_synthetic_claudeopus,instance_id_36892,neo4jlabs_demo_db_eoflix
Find the movies that were produced in the United States of America.,MATCH (m:Movie)-[:PRODUCED_IN_COUNTRY]->(c:Country {name: 'United States of America'}) RETURN m,neo4jLabs_synthetic_gemini,instance_id_32066,neo4jlabs_demo_db_eoflix
What are the first 3 movies with a director who has a bio longer than 500 words?,"MATCH (d:Director)-[:DIRECTED]->(m:Movie) WHERE size(split(d.bio, ' ')) > 500 RETURN m LIMIT 3",neo4jLabs_synthetic_gpt4turbo,instance_id_25227,neo4jlabs_demo_db_recommendations
What is the average 'freight' cost for each 'shipCountry'?,"MATCH (o:Order) WITH o.shipCountry AS shipCountry, avg(toFloat(o.freight)) AS averageFreight RETURN shipCountry, averageFreight",neo4jLabs_synthetic_gemini,instance_id_32238,neo4jlabs_demo_db_northwind
"What is the average number of retweets for tweets that mention users who have a similarity score greater than 0.5 to the user with screen name ""neo4j""?","MATCH (targetUser:User {screen_name: ""neo4j""})-[:SIMILAR_TO {score: {gt: 0.5}}]->(similarUser:User) WITH targetUser, similarUser MATCH (similarUser)<-[:MENTIONS]-(tweet:Tweet) WITH tweet RETURN avg(tweet.favorites) AS average_retweets",neo4jLabs_synthetic_gemini,instance_id_34711,neo4jlabs_demo_db_twitter
"Which streams with a description mentioning 'streaming' have the most followers, listing the first 5?","MATCH (s:Stream) WHERE s.description CONTAINS 'streaming' RETURN s.name, s.followers ORDER BY s.followers DESC LIMIT 5",neo4jLabs_synthetic_gpt4o,instance_id_43249,neo4jlabs_demo_db_twitch
What is the name of the language with the most movies having it as the original language?,"MATCH (movie:Movie)-[:ORIGINAL_LANGUAGE]->(language:Language) WITH language, count(movie) AS movieCount ORDER BY movieCount DESC RETURN language.name AS LanguageName LIMIT 1",neo4jLabs_synthetic_gemini,instance_id_34263,neo4jlabs_demo_db_eoflix
List the names of users who are VIPs in more than 3 streams.,"MATCH (u:User)-[:VIP]->(s:Stream) WITH u, count(s) AS vip_count WHERE vip_count > 3 RETURN u.name",neo4jLabs_synthetic_claudeopus,instance_id_37444,neo4jlabs_demo_db_twitch
Which 3 languages are associated with the streams that have the least followers?,"MATCH (s:Stream)-[:HAS_LANGUAGE]->(l:Language) RETURN l.name, s.followers ORDER BY s.followers ASC LIMIT 3",neo4jLabs_synthetic_gpt4turbo,instance_id_24507,neo4jlabs_demo_db_twitch
What are the top 5 languages spoken in movies that have a budget over $50 million?,"MATCH (m:Movie)-[:SPOKEN_IN_LANGUAGE]->(l:Language) WHERE m.budget > 50000000 RETURN l.name, count(m) AS movie_count ORDER BY movie_count DESC LIMIT 5",neo4jLabs_synthetic_gpt4turbo,instance_id_23252,neo4jlabs_demo_db_eoflix
What are the first 3 movies with a poster URL containing 'face'?,"MATCH (m:Movie) WHERE m.poster CONTAINS 'face' RETURN m.title, m.poster ORDER BY m.title LIMIT 3",neo4jLabs_synthetic_gpt4o,instance_id_42416,neo4jlabs_demo_db_recommendations
Who are the top 3 users who are VIPs in the stream with the name '9linda'?,MATCH (s:Stream {name: '9linda'})<-[:VIP]-(u:User) RETURN u ORDER BY u.followers DESC LIMIT 3,neo4jLabs_synthetic_gpt4turbo,instance_id_24410,neo4jlabs_demo_db_twitch
List the top 5 most reviewed movies by the number of reviews.,"MATCH (m:Movie)<-[r:REVIEWED]-(:Person) RETURN m.title AS movie, count(r) AS numReviews ORDER BY numReviews DESC LIMIT 5",neo4jLabs_synthetic_claudeopus,instance_id_37662,neo4jlabs_demo_db_movies
Which 3 directors have directed movies with the most distinct taglines?,"MATCH (d:Person)-[:DIRECTED]->(m:Movie) WHERE m.tagline IS NOT NULL RETURN d.name, count(DISTINCT m.tagline) AS distinctTaglines ORDER BY distinctTaglines DESC LIMIT 3",neo4jLabs_synthetic_gpt4turbo,instance_id_23975,neo4jlabs_demo_db_movies
What is the average runtime of musicals?,"MATCH (g:Genre {name: ""Music""})<-[:IN_GENRE]-(m:Movie) RETURN avg(m.runtime)",neo4jLabs_synthetic_gemini,instance_id_31628,neo4jlabs_demo_db_eoflix
What are the properties of the stream with the highest number of followers?,MATCH (s:Stream) RETURN s ORDER BY s.followers DESC LIMIT 1,neo4jLabs_synthetic_gpt4turbo,instance_id_24466,neo4jlabs_demo_db_twitch
Which movies released before 2000 have a person who both acted and directed in them?,"MATCH (p:Person)-[:ACTED_IN]->(m:Movie)<-[:DIRECTED]-(p) WHERE m.released < 2000 RETURN m.title AS MovieTitle, p.name AS PersonName",neo4jLabs_synthetic_gpt4o,instance_id_40006,neo4jlabs_demo_db_movies
